token,lemma,pronoun_type
metallitöötlemisettevõt-teid,metallitöötlemisettevõt-sina,"('pers ps2',)"
metsas.neid,metsas.see,"('dem',)"
metsas.neid,metsas.tema,"('pers ps3',)"
mi-ma-me-mu,mi-ma-me-mina,"('pers ps1',)"
mi-mina,mi-mina,"('pers ps1',)"
mi-ne-ma,mi-ne-mina,"('pers ps1',)"
mi-ne-mi-seks,mi-ne-mi-see,"('dem',)"
mi-ne-mi-sel,mi-ne-mi-see,"('dem',)"
mi-ni-maal-selt,mi-ni-maal-see,"('dem',)"
miDagi,miski,"('indef',)"
mid-end,mid-ise,"('pos', 'det', 'refl')"
mida,mis,"('inter rel',)"
mida-keda,mida-kes,"('inter rel',)"
mida-mida,mida-mis,"('inter rel',)"
mida-vähem-räägid-seda-ohutum-mulle,mida-vähem-räägid-seda-ohutum-mina,"('pers ps1',)"
midaGI,miski,"('indef',)"
midagi,miski,"('indef',)"
midagi-,miski,"('indef',)"
midagi-kedagi,midagi-keegi,"('indef',)"
midagi-mulle,midagi-mina,"('pers ps1',)"
midagi.meil,midagi.mina,"('pers ps1',)"
midagi.seda,midagi.see,"('dem',)"
midagi.see,midagi.see,"('dem',)"
midagi.sest,midagi.see,"('dem',)"
midagi_,miski,"('indef',)"
midagigi,miski,"('indef',)"
midagi–,miski,"('indef',)"
mih-mih-mina,mih-mih-mina,"('pers ps1',)"
mihuke,mihuke,"('inter rel',)"
mihukene,mihukene,"('inter rel',)"
mihukese,mihuke,"('inter rel',)"
mihukese,mihukene,"('inter rel',)"
mihukesed,mihuke,"('inter rel',)"
mihukesed,mihukene,"('inter rel',)"
mihukesest,mihuke,"('inter rel',)"
mihukesest,mihukene,"('inter rel',)"
mihukest,mihuke,"('inter rel',)"
mihukest,mihukene,"('inter rel',)"
mihukeste,mihuke,"('inter rel',)"
mihukeste,mihukene,"('inter rel',)"
mii-ni-mum-ta-sust,mii-ni-mum-ta-sina,"('pers ps2',)"
mii-nu-seks,mii-nu-see,"('dem',)"
miini-mum-sum-ma,miini-mum-sum-mina,"('pers ps1',)"
mikrofon-selle,mikrofon-see,"('dem',)"
mikropaskalit.missugust,mikropaskalit.missugune,"('inter rel',)"
mil,mis,"('inter rel',)"
mil-,mis,"('inter rel',)"
mil-jo-neid,mil-jo-see,"('dem',)"
mil-jo-neid,mil-jo-tema,"('pers ps3',)"
mil-li-sel,mil-li-see,"('dem',)"
mil-li-ses,mil-li-see,"('dem',)"
milgi,mis,"('inter rel',)"
miljo-neid,miljo-see,"('dem',)"
miljo-neid,miljo-tema,"('pers ps3',)"
miljonit.see,miljonit.see,"('dem',)"
mille,mis,"('inter rel',)"
mille-,mis,"('inter rel',)"
mille-kelle,mille-kes,"('inter rel',)"
mille-kellega,mille-kes,"('inter rel',)"
millede,mis,"('inter rel',)"
milledega,mis,"('inter rel',)"
milledeks,mis,"('inter rel',)"
milledel,mis,"('inter rel',)"
milledele,mis,"('inter rel',)"
milledelt,mis,"('inter rel',)"
milledeni,mis,"('inter rel',)"
milledes,mis,"('inter rel',)"
milledesse,mis,"('inter rel',)"
milledest,mis,"('inter rel',)"
millega,mis,"('inter rel',)"
millega-kellega,millega-kes,"('inter rel',)"
millegagi,miski,"('indef',)"
millegi,miski,"('indef',)"
millegi-kellegi,millegi-keegi,"('indef',)"
millegigi,miski,"('indef',)"
milleks,mis,"('inter rel',)"
millekski,miski,"('indef',)"
millekski-kellekski,millekski-keegi,"('indef',)"
millel,mis,"('inter rel',)"
millele,mis,"('inter rel',)"
millelegi,miski,"('indef',)"
millelegi-kellelegi,millelegi-keegi,"('indef',)"
millelgi,miski,"('indef',)"
millelt,mis,"('inter rel',)"
milleltki,miski,"('indef',)"
millena,mis,"('inter rel',)"
millenagi,miski,"('indef',)"
milleni,mis,"('inter rel',)"
millenigi,miski,"('indef',)"
milles,mis,"('inter rel',)"
millesT,mis,"('inter rel',)"
milleski,miski,"('indef',)"
millesse,mis,"('inter rel',)"
millessegi,miski,"('indef',)"
millessse,mis,"('inter rel',)"
millest,mis,"('inter rel',)"
millest-kellest,millest-kes,"('inter rel',)"
millestki,miski,"('indef',)"
millestki-,miski,"('indef',)"
millestki-kellestki,millestki-keegi,"('indef',)"
milleta,mis,"('inter rel',)"
milletagi,miski,"('indef',)"
milletaoline,milletaoline,"('dem',)"
milletaolise,milletaoline,"('dem',)"
milletaolised,milletaoline,"('dem',)"
milletaolisega,milletaoline,"('dem',)"
milletaolisest,milletaoline,"('dem',)"
milletaolisi,milletaoline,"('dem',)"
milletaolist,milletaoline,"('dem',)"
milletaoliste,milletaoline,"('dem',)"
milletaolistega,milletaoline,"('dem',)"
milletaolistest,milletaoline,"('dem',)"
milli-ses,milli-see,"('dem',)"
milli.samas,milli.sama,"('dem',)"
milline,milline,"('rel',)"
milline-selline,milline-selline,"('rel',)"
millise,milline,"('rel',)"
millised,milline,"('rel',)"
millisega,milline,"('rel',)"
milliseid,milline,"('rel',)"
milliseis,milline,"('rel',)"
milliseist,milline,"('rel',)"
milliseks,milline,"('rel',)"
millisel,milline,"('rel',)"
millisele,milline,"('rel',)"
milliselt,milline,"('rel',)"
millisena,milline,"('rel',)"
milliseni,milline,"('rel',)"
millises,milline,"('rel',)"
millisesse,milline,"('rel',)"
millisest,milline,"('rel',)"
millisestki,milline,"('rel',)"
millist,milline,"('rel',)"
milliste,milline,"('rel',)"
millistega,milline,"('rel',)"
millisteks,milline,"('rel',)"
millistel,milline,"('rel',)"
millistele,milline,"('rel',)"
millistelt,milline,"('rel',)"
millistena,milline,"('rel',)"
millisteni,milline,"('rel',)"
millistes,milline,"('rel',)"
millistesse,milline,"('rel',)"
millistest,milline,"('rel',)"
millle,mis,"('inter rel',)"
milllega,mis,"('inter rel',)"
milllegagi,miski,"('indef',)"
millleks,mis,"('inter rel',)"
milllel,mis,"('inter rel',)"
milllele,mis,"('inter rel',)"
millles,mis,"('inter rel',)"
milllest,mis,"('inter rel',)"
milllestki,miski,"('indef',)"
millline,milline,"('rel',)"
milllise,milline,"('rel',)"
milllised,milline,"('rel',)"
millliseid,milline,"('rel',)"
milllisele,milline,"('rel',)"
mina,mina,"('pers ps1',)"
mina-,mina,"('pers ps1',)"
mina-ei-tea-midagi,mina-ei-tea-miski,"('indef',)"
mina-ei-tea-mis,mina-ei-tea-mis,"('inter rel',)"
mina-ise,mina-ise,"('pos', 'det', 'refl')"
mina-meie,mina-mina,"('pers ps1',)"
mina-mina,mina-mina,"('pers ps1',)"
mina-mina-mina,mina-mina-mina,"('pers ps1',)"
mina-pole-midagi,mina-pole-miski,"('indef',)"
mina-sina,mina-sina,"('pers ps2',)"
mina-sina-teie,mina-sina-sina,"('pers ps2',)"
mina-sulle,mina-sina,"('pers ps2',)"
mina-sulle-sina-mulle,mina-sulle-sina-mina,"('pers ps1',)"
mina-teised,mina-teine,"('dem',)"
minagi,mina,"('pers ps1',)"
minagi-,mina,"('pers ps1',)"
minagi-kõik,minagi-kõik,"('det',)"
minakene,minakene,"('dem',)"
mind,mina,"('pers ps1',)"
mind-,mina,"('pers ps1',)"
mindki,mina,"('pers ps1',)"
mine-ma,mine-mina,"('pers ps1',)"
mine-tea-kellele,mine-tea-kes,"('inter rel',)"
mine-tea-mis,mine-tea-mis,"('inter rel',)"
mine-tea-veel-mis,mine-tea-veel-mis,"('inter rel',)"
minema.mitu,minema.mitu,"('indef',)"
minemi-sest,minemi-see,"('dem',)"
minestuse-taolisse,minestuse-taoline,"('dem',)"
mingeid,mingi,"('indef',)"
mingeidki,mingi,"('indef',)"
mingeiks,mingi,"('indef',)"
mingeil,mingi,"('indef',)"
mingeile,mingi,"('indef',)"
mingeis,mingi,"('indef',)"
mingeisse,mingi,"('indef',)"
mingeist,mingi,"('indef',)"
mingi,mingi,"('indef',)"
mingi-,mingi,"('indef',)"
mingid,mingi,"('indef',)"
mingidki,mingi,"('indef',)"
mingiga,mingi,"('indef',)"
mingigi,mingi,"('indef',)"
mingiks,mingi,"('indef',)"
mingikski,mingi,"('indef',)"
mingil,mingi,"('indef',)"
mingile,mingi,"('indef',)"
mingilegi,mingi,"('indef',)"
mingilgi,mingi,"('indef',)"
mingilt,mingi,"('indef',)"
mingis,mingi,"('indef',)"
mingiski,mingi,"('indef',)"
mingisse,mingi,"('indef',)"
mingissegi,mingi,"('indef',)"
mingissse,mingi,"('indef',)"
mingist,mingi,"('indef',)"
mingistki,mingi,"('indef',)"
mingisugune,mingisugune,"('indef',)"
mingisugunegi,mingisugune,"('indef',)"
mingisuguse,mingisugune,"('indef',)"
mingisugused,mingisugune,"('indef',)"
mingisugusedki,mingisugune,"('indef',)"
mingisugusegi,mingisugune,"('indef',)"
mingisuguseid,mingisugune,"('indef',)"
mingisuguseidki,mingisugune,"('indef',)"
mingisuguseks,mingisugune,"('indef',)"
mingisugusekski,mingisugune,"('indef',)"
mingisugusel,mingisugune,"('indef',)"
mingisugusele,mingisugune,"('indef',)"
mingisuguselegi,mingisugune,"('indef',)"
mingisuguselgi,mingisugune,"('indef',)"
mingisuguselt,mingisugune,"('indef',)"
mingisuguses,mingisugune,"('indef',)"
mingisuguseski,mingisugune,"('indef',)"
mingisugusesse,mingisugune,"('indef',)"
mingisugusessegi,mingisugune,"('indef',)"
mingisugusest,mingisugune,"('indef',)"
mingisugusestki,mingisugune,"('indef',)"
mingisugust,mingisugune,"('indef',)"
mingisuguste,mingisugune,"('indef',)"
mingisugustegi,mingisugune,"('indef',)"
mingisugusteks,mingisugune,"('indef',)"
mingisugustel,mingisugune,"('indef',)"
mingisugustele,mingisugune,"('indef',)"
mingisugustelegi,mingisugune,"('indef',)"
mingisugustelt,mingisugune,"('indef',)"
mingisugustenagi,mingisugune,"('indef',)"
mingisugustes,mingisugune,"('indef',)"
mingisugustesse,mingisugune,"('indef',)"
mingisugustessegi,mingisugune,"('indef',)"
mingisugustest,mingisugune,"('indef',)"
mingisugustestki,mingisugune,"('indef',)"
mingisugustki,mingisugune,"('indef',)"
mingit,mingi,"('indef',)"
mingita,mingi,"('indef',)"
mingite,mingi,"('indef',)"
mingitega,mingi,"('indef',)"
mingitegi,mingi,"('indef',)"
mingiteks,mingi,"('indef',)"
mingitekski,mingi,"('indef',)"
mingitel,mingi,"('indef',)"
mingitele,mingi,"('indef',)"
mingitelegi,mingi,"('indef',)"
mingitelgi,mingi,"('indef',)"
mingitelt,mingi,"('indef',)"
mingites,mingi,"('indef',)"
mingiteski,mingi,"('indef',)"
mingitesse,mingi,"('indef',)"
mingitessegi,mingi,"('indef',)"
mingitest,mingi,"('indef',)"
mingitestki,mingi,"('indef',)"
mingitki,mingi,"('indef',)"
minimaal-selt,minimaal-see,"('dem',)"
minna.ma,minna.mina,"('pers ps1',)"
minna.sama,minna.sama,"('dem',)"
minu,mina,"('pers ps1',)"
minu-,mina,"('pers ps1',)"
minu-minu,minu-mina,"('pers ps1',)"
minuga,mina,"('pers ps1',)"
minugagi,mina,"('pers ps1',)"
minugi,mina,"('pers ps1',)"
minuks,mina,"('pers ps1',)"
minul,mina,"('pers ps1',)"
minul-sinul,minul-sina,"('pers ps2',)"
minule,mina,"('pers ps1',)"
minulegi,mina,"('pers ps1',)"
minulgi,mina,"('pers ps1',)"
minult,mina,"('pers ps1',)"
minultki,mina,"('pers ps1',)"
minuna,mina,"('pers ps1',)"
minuni,mina,"('pers ps1',)"
minunigi,mina,"('pers ps1',)"
minus,mina,"('pers ps1',)"
minuski,mina,"('pers ps1',)"
minusse,mina,"('pers ps1',)"
minussegi,mina,"('pers ps1',)"
minust,mina,"('pers ps1',)"
minust-ei-sõltu-midagi,minust-ei-sõltu-miski,"('indef',)"
minust-sinust,minust-sina,"('pers ps2',)"
minustki,mina,"('pers ps1',)"
minusugune,minusugune,"('dem',)"
minusuguse,minusugune,"('dem',)"
minusugused,minusugune,"('dem',)"
minusugusedki,minusugune,"('dem',)"
minusugusega,minusugune,"('dem',)"
minusugusegi,minusugune,"('dem',)"
minusuguseid,minusugune,"('dem',)"
minusuguseidki,minusugune,"('dem',)"
minusuguseks,minusugune,"('dem',)"
minusugusel,minusugune,"('dem',)"
minusugusele,minusugune,"('dem',)"
minusuguselegi,minusugune,"('dem',)"
minusuguselt,minusugune,"('dem',)"
minusuguses,minusugune,"('dem',)"
minusugusest,minusugune,"('dem',)"
minusugust,minusugune,"('dem',)"
minusuguste,minusugune,"('dem',)"
minusugustega,minusugune,"('dem',)"
minusugustel,minusugune,"('dem',)"
minusugustele,minusugune,"('dem',)"
minusugustelegi,minusugune,"('dem',)"
minusugustelt,minusugune,"('dem',)"
minusugustesse,minusugune,"('dem',)"
minusugustest,minusugune,"('dem',)"
minuta,mina,"('pers ps1',)"
minutagi,mina,"('pers ps1',)"
minutaoline,minutaoline,"('dem',)"
minutaolise,minutaoline,"('dem',)"
minutaolised,minutaoline,"('dem',)"
minutaoliseks,minutaoline,"('dem',)"
minutaolisel,minutaoline,"('dem',)"
minutaolisest,minutaoline,"('dem',)"
minutaolisi,minutaoline,"('dem',)"
minutaolist,minutaoline,"('dem',)"
minutaoliste,minutaoline,"('dem',)"
minutaolistel,minutaoline,"('dem',)"
minutaolistele,minutaoline,"('dem',)"
minutaolistes,minutaoline,"('dem',)"
mis,mis,"('inter rel',)"
mis-,mis,"('inter rel',)"
mis-kes,mis-kes,"('inter rel',)"
mis-kurat-see-veel-siin-on-selline,mis-kurat-see-veel-siin-on-selline,"('dem',)"
mis-mina,mis-mina,"('pers ps1',)"
mis-mis,mis-mis,"('inter rel',)"
mis-on-mis,mis-on-mis,"('inter rel',)"
mis.te,mis.sina,"('pers ps2',)"
miski,miski,"('indef',)"
miski-,miski,"('indef',)"
miski-keegi,miski-keegi,"('indef',)"
miskigi,miski,"('indef',)"
miskisugune,miskisugune,"('indef',)"
miskisuguse,miskisugune,"('indef',)"
miskisugused,miskisugune,"('indef',)"
miskisugusegi,miskisugune,"('indef',)"
miskisuguseid,miskisugune,"('indef',)"
miskisugusest,miskisugune,"('indef',)"
miskisugust,miskisugune,"('indef',)"
miskisuguste,miskisugune,"('indef',)"
miskisugustes,miskisugune,"('indef',)"
miskit.sinu,miskit.sina,"('indef',)"
missugune,missugune,"('inter rel',)"
missugune_,missugune,"('inter rel',)"
missuguse,missugune,"('inter rel',)"
missugused,missugune,"('inter rel',)"
missugusega,missugune,"('inter rel',)"
missuguseid,missugune,"('inter rel',)"
missuguseks,missugune,"('inter rel',)"
missugusel,missugune,"('inter rel',)"
missugusele,missugune,"('inter rel',)"
missuguselt,missugune,"('inter rel',)"
missugusena,missugune,"('inter rel',)"
missuguses,missugune,"('inter rel',)"
missugusesse,missugune,"('inter rel',)"
missugusest,missugune,"('inter rel',)"
missugust,missugune,"('inter rel',)"
missuguste,missugune,"('inter rel',)"
missugustega,missugune,"('inter rel',)"
missugusteks,missugune,"('inter rel',)"
missugustel,missugune,"('inter rel',)"
missugustele,missugune,"('inter rel',)"
missugustelt,missugune,"('inter rel',)"
missugustena,missugune,"('inter rel',)"
missugustes,missugune,"('inter rel',)"
missugustesse,missugune,"('inter rel',)"
missugustest,missugune,"('inter rel',)"
misuke,misuke,"('dem',)"
misukene,misukene,"('dem',)"
misukese,misuke,"('dem',)"
misukese,misukene,"('dem',)"
misukesed,misuke,"('dem',)"
misukesed,misukene,"('dem',)"
misukeses,misuke,"('dem',)"
misukeses,misukene,"('dem',)"
misukesi,misuke,"('dem',)"
misukesi,misukene,"('dem',)"
misukest,misuke,"('dem',)"
misukest,misukene,"('dem',)"
misukesteks,misuke,"('dem',)"
misukesteks,misukene,"('dem',)"
mit-me,mit-mina,"('pers ps1',)"
mit-me-ke-si-su-ses,mit-me-ke-si-su-see,"('dem',)"
mit-me-ke-si-sus,mit-me-ke-si-sina,"('pers ps2',)"
mit-me-ke-si-sust,mit-me-ke-si-sina,"('pers ps2',)"
mit-meid,mit-mina,"('pers ps1',)"
mitme,mitu,"('indef',)"
mitme-,mitu,"('indef',)"
mitme-mitme,mitme-mitu,"('indef',)"
mitme-setme,mitu-setu,"('indef',)"
mitmed,mitu,"('indef',)"
mitmed-mitmed,mitmed-mitu,"('indef',)"
mitmed-setmed,mitu-setu,"('indef',)"
mitmedki,mitu,"('indef',)"
mitmega,mitu,"('indef',)"
mitmegi,mitu,"('indef',)"
mitmeid,mitu,"('indef',)"
mitmeid-,mitu,"('indef',)"
mitmeid-mitmeid,mitmeid-mitu,"('indef',)"
mitmeid-setmeid,mitu-setu,"('indef',)"
mitmeidki,mitu,"('indef',)"
mitmeil,mitu,"('indef',)"
mitmeile,mitu,"('indef',)"
mitmeilt,mitu,"('indef',)"
mitmeis,mitu,"('indef',)"
mitmeiski,mitu,"('indef',)"
mitmeist,mitu,"('indef',)"
mitmeks,mitu,"('indef',)"
mitmeks-mitmeks,mitmeks-mitu,"('indef',)"
mitmeks-setmeks,mitu-setu,"('indef',)"
mitmekski,mitu,"('indef',)"
mitmekülg-sust,mitmekülg-sina,"('pers ps2',)"
mitmel,mitu,"('indef',)"
mitmel-mitmel,mitmel-mitu,"('indef',)"
mitmel-setmel,mitu-setu,"('indef',)"
mitmele,mitu,"('indef',)"
mitmele-setmele,mitu-setu,"('indef',)"
mitmelegi,mitu,"('indef',)"
mitmelgi,mitu,"('indef',)"
mitmelt,mitu,"('indef',)"
mitmelt-setmelt,mitu-setu,"('indef',)"
mitmeltki,mitu,"('indef',)"
mitmenda,mitmes,"('inter rel', 'indef')"
mitmendad,mitmes,"('inter rel', 'indef')"
mitmendaga,mitmes,"('inter rel', 'indef')"
mitmendaid,mitmes,"('inter rel', 'indef')"
mitmendaks,mitmes,"('inter rel', 'indef')"
mitmendal,mitmes,"('inter rel', 'indef')"
mitmendale,mitmes,"('inter rel', 'indef')"
mitmendalt,mitmes,"('inter rel', 'indef')"
mitmendana,mitmes,"('inter rel', 'indef')"
mitmendas,mitmes,"('inter rel', 'indef')"
mitmendasse,mitmes,"('inter rel', 'indef')"
mitmendast,mitmes,"('inter rel', 'indef')"
mitmendat,mitmes,"('inter rel', 'indef')"
mitmendat-mitmendat,mitmendat-mitmes,"('pos', 'refl')"
mitmendates,mitmes,"('inter rel', 'indef')"
mitmeni,mitu,"('indef',)"
mitmes,mitmes,"('inter rel', 'indef')"
mitmes,mitu,"('indef',)"
mitmes-mitmes,mitmes-mitmes,"('inter rel', 'indef')"
mitmes-mitmes,mitmes-mitu,"('indef',)"
mitmes-setmes,mitu-setu,"('indef',)"
mitmeski,mitmes,"('inter rel', 'indef')"
mitmeski,mitu,"('indef',)"
mitmesse,mitu,"('indef',)"
mitmesse-setmesse,mitu-setu,"('indef',)"
mitmessegi,mitu,"('indef',)"
mitmest,mitu,"('indef',)"
mitmest-setmest,mitu-setu,"('indef',)"
mitmestki,mitu,"('indef',)"
mitmesugune,mitmesugune,"('indef',)"
mitmesuguse,mitmesugune,"('indef',)"
mitmesugused,mitmesugune,"('indef',)"
mitmesuguseid,mitmesugune,"('indef',)"
mitmesuguseid-,mitmesugune,"('indef',)"
mitmesuguseil,mitmesugune,"('indef',)"
mitmesuguseis,mitmesugune,"('indef',)"
mitmesuguseks,mitmesugune,"('indef',)"
mitmesugusel,mitmesugune,"('indef',)"
mitmesugusele,mitmesugune,"('indef',)"
mitmesuguselt,mitmesugune,"('indef',)"
mitmesuguses,mitmesugune,"('indef',)"
mitmesugusesse,mitmesugune,"('indef',)"
mitmesugusest,mitmesugune,"('indef',)"
mitmesugust,mitmesugune,"('indef',)"
mitmesuguste,mitmesugune,"('indef',)"
mitmesugusteks,mitmesugune,"('indef',)"
mitmesugustel,mitmesugune,"('indef',)"
mitmesugustele,mitmesugune,"('indef',)"
mitmesugustelt,mitmesugune,"('indef',)"
mitmesugustes,mitmesugune,"('indef',)"
mitmesugustesse,mitmesugune,"('indef',)"
mitmesugustest,mitmesugune,"('indef',)"
mitmetaolist,mitmetaoline,"('indef',)"
mitmete,mitu,"('indef',)"
mitmete-mitmete,mitmete-mitu,"('indef',)"
mitmete-setmete,mitu-setu,"('indef',)"
mitmetega,mitu,"('indef',)"
mitmetegagi,mitu,"('indef',)"
mitmetegi,mitu,"('indef',)"
mitmeteks,mitu,"('indef',)"
mitmetel,mitu,"('indef',)"
mitmetel-setmetel,mitu-setu,"('indef',)"
mitmetele,mitu,"('indef',)"
mitmetelegi,mitu,"('indef',)"
mitmetelgi,mitu,"('indef',)"
mitmetelt,mitu,"('indef',)"
mitmeteni,mitu,"('indef',)"
mitmetes,mitu,"('indef',)"
mitmetes-setmetes,mitu-setu,"('indef',)"
mitmeteski,mitu,"('indef',)"
mitmetesse,mitu,"('indef',)"
mitmetest,mitu,"('indef',)"
mitmetest-mitmetest,mitmetest-mitu,"('indef',)"
mitmetest-setmetest,mitu-setu,"('indef',)"
mitmevõistleja-mina,mitmevõistleja-mina,"('pers ps1',)"
mitte-enda,mitte-ise,"('pos', 'det', 'refl')"
mitte-endaks,mitte-ise,"('pos', 'det', 'refl')"
mitte-endast,mitte-ise,"('pos', 'det', 'refl')"
mitte-esimeses,mitte-esimene,"('dem',)"
mitte-esimeste,mitte-esimene,"('dem',)"
mitte-keegi,mitte-keegi,"('indef',)"
mitte-kellegagi,mitte-keegi,"('indef',)"
mitte-kui-midagi,mitte-kui-miski,"('indef',)"
mitte-kui-millekski,mitte-kui-miski,"('indef',)"
mitte-kui-üks,mitte-kui-üks,"('dem', 'indef')"
mitte-meie,mitte-mina,"('pers ps1',)"
mitte-meieks,mitte-mina,"('pers ps1',)"
mitte-meist,mitte-mina,"('pers ps1',)"
mitte-midagi,mitte-miski,"('indef',)"
mitte-millegi,mitte-miski,"('indef',)"
mitte-mina,mitte-mina,"('pers ps1',)"
mitte-miski,mitte-miski,"('indef',)"
mitte-oma,mitte-oma,"('pos', 'det', 'refl')"
mitte-see,mitte-see,"('dem',)"
mitte-setu,mitte-setu,"('indef',)"
mitte-ta,mitte-tema,"('pers ps3',)"
mitte-väga-palju,mitte-väga-palju,"('indef',)"
mitte.mulle,mitte.mina,"('pers ps1',)"
mitte.neid,mitte.see,"('dem',)"
mitte.neid,mitte.tema,"('pers ps3',)"
mittesobilikku-sest,mittesobilikku-see,"('dem',)"
mitu,mitu,"('indef',)"
mitu-,mitu,"('indef',)"
mitu-asja-ühes,mitu-asja-üks,"('indef',)"
mitu-mitu,mitu-mitu,"('indef',)"
mitu-mitu-mitu,mitu-mitu-mitu,"('indef',)"
mitu-setu,mitu-setu,"('indef',)"
mitugi,mitu,"('indef',)"
mitut,mitu,"('indef',)"
mitut-mitut,mitut-mitu,"('indef',)"
mitut-setut,mitu-setu,"('indef',)"
mitutki,mitu,"('indef',)"
mmis-kõik,mmis-kõik,"('det',)"
mo-biil-sus,mo-biil-sina,"('pers ps2',)"
mo-biil-sust,mo-biil-sina,"('pers ps2',)"
modellindu-ses,modellindu-see,"('dem',)"
moe-töös-tu-ses,moe-töös-tu-see,"('dem',)"
molübdeenium-midagi,molübdeenium-miski,"('indef',)"
momentaa_selt,momentaasee,"('dem',)"
monoloogidega.tema,monoloogidega.tema,"('pers ps3',)"
moo-dus-ta-mi-sel,moo-dus-ta-mi-see,"('dem',)"
moodustami-seks,moodustami-see,"('dem',)"
moraal-selt,moraal-see,"('dem',)"
mp3-me,mp3-mina,"('pers ps1',)"
mu,mina,"('pers ps1',)"
mu-,mina,"('pers ps1',)"
mu-ret-se-ma,mu-ret-se-mina,"('pers ps1',)"
mudaaugus.sul,mudaaugus.sina,"('pers ps2',)"
muga,mina,"('pers ps1',)"
mugi,mina,"('pers ps1',)"
muid,muu,"('indef',)"
muide-nad,muide-tema,"('pers ps3',)"
muide.mis,muide.mis,"('inter rel',)"
muide.mu,muide.mina,"('pers ps1',)"
muide.see,muide.see,"('dem',)"
muidki,muu,"('indef',)"
muig.ma,muig.mina,"('pers ps1',)"
muiks,muu,"('indef',)"
muil,muu,"('indef',)"
muile,muu,"('indef',)"
muilegi,muu,"('indef',)"
muilgi,muu,"('indef',)"
muilt,muu,"('indef',)"
muina,muu,"('indef',)"
muinasjutuvestjaSee,muinasjutuvestjasee,"('dem',)"
muis,muu,"('indef',)"
muiski,muu,"('indef',)"
muisse,muu,"('indef',)"
muissegi,muu,"('indef',)"
muist,muist,"('indef',)"
muist,muu,"('indef',)"
mujal.sa,mujal.sina,"('pers ps2',)"
mul,mina,"('pers ps1',)"
mul-,mina,"('pers ps1',)"
mul-on-suurem-kui-sul,mul-on-suurem-kui-sina,"('pers ps2',)"
mul.sa,mul.sina,"('pers ps2',)"
mulgi,mina,"('pers ps1',)"
mulla-taolist,mulla-taoline,"('dem',)"
mullamutt-meie,mullamutt-mina,"('pers ps1',)"
mulle,mina,"('pers ps1',)"
mulle-,mina,"('pers ps1',)"
mulle-mulle,mulle-mina,"('pers ps1',)"
mulle-mulle-mulle,mulle-mulle-mina,"('pers ps1',)"
mulle-sulle,mulle-sina,"('pers ps2',)"
mulle-talle-meile,mulle-talle-mina,"('pers ps1',)"
mullegi,mina,"('pers ps1',)"
mullle,mina,"('pers ps1',)"
mullu-sest,mullu-see,"('dem',)"
mult,mina,"('pers ps1',)"
multi-kõige,multi-kõik,"('det',)"
mult–,mina,"('pers ps1',)"
muret-seda,muret-see,"('dem',)"
muretse-ma,muretse-mina,"('pers ps1',)"
muretsenud-kõik,muretsenud-kõik,"('det',)"
murranguli-sest,murranguli-see,"('dem',)"
mus,mina,"('pers ps1',)"
mus-,mina,"('pers ps1',)"
mus-ta-mi-seks,mus-ta-mi-see,"('dem',)"
mus-talt,mus-tema,"('pers ps3',)"
musi.mis,musi.mis,"('inter rel',)"
musse,mina,"('pers ps1',)"
must,mina,"('pers ps1',)"
must-,mina,"('pers ps1',)"
must-must,must-mina,"('pers ps1',)"
must-see,must-see,"('dem',)"
must-valge-must,must-valge-mina,"('pers ps1',)"
mustami-ses,mustami-see,"('dem',)"
mustki,mina,"('pers ps1',)"
muu,muu,"('indef',)"
muu-,muu,"('indef',)"
muu-da-me,muu-da-mina,"('pers ps1',)"
muu-muu,muu-muu,"('indef',)"
muu-ta,muu-tema,"('indef',)"
muu-tu-ma,muu-tu-mina,"('pers ps1',)"
muu-tu-me,muu-tu-mina,"('pers ps1',)"
muu-tu-mi-sel,muu-tu-mi-see,"('indef',)"
muu-tu-mi-sest,muu-tu-mi-see,"('indef',)"
muud,muu,"('indef',)"
muud-,muu,"('indef',)"
muud-sinu,muud-sina,"('indef',)"
muud_,muu,"('indef',)"
muude,muu,"('indef',)"
muudega,muu,"('indef',)"
muudegagi,muu,"('indef',)"
muudegi,muu,"('indef',)"
muudeks,muu,"('indef',)"
muudekski,muu,"('indef',)"
muudel,muu,"('indef',)"
muudele,muu,"('indef',)"
muudelegi,muu,"('indef',)"
muudelgi,muu,"('indef',)"
muudelt,muu,"('indef',)"
muudeltki,muu,"('indef',)"
muudena,muu,"('indef',)"
muudes,muu,"('indef',)"
muudeski,muu,"('indef',)"
muudesse,muu,"('indef',)"
muudessegi,muu,"('indef',)"
muudest,muu,"('indef',)"
muudestki,muu,"('indef',)"
muudeta,muu,"('indef',)"
muudki,muu,"('indef',)"
muuga,muu,"('indef',)"
muuga-,muu,"('indef',)"
muugagi,muu,"('indef',)"
muugi,muu,"('indef',)"
muuks,muu,"('indef',)"
muukski,muu,"('indef',)"
muul,muu,"('indef',)"
muule,muu,"('indef',)"
muulegi,muu,"('indef',)"
muulgi,muu,"('indef',)"
muult,muu,"('indef',)"
muultki,muu,"('indef',)"
muuna,muu,"('indef',)"
muuni,muu,"('indef',)"
muus,muu,"('indef',)"
muuseu-mis,muuseu-mis,"('inter rel',)"
muusid,muu,"('indef',)"
muuski,muu,"('indef',)"
muusse,muu,"('indef',)"
muussegi,muu,"('indef',)"
muust,muu,"('indef',)"
